image,ground_truth,prediction,cer,wer,exact_match
images/v2_010018.jpg,"tiếp tục đổi mới mạnh mẽ cả về nội dung và hình thức, làm tốt","tiếp tục đã mới mạnh mé cả về nội dung và hình thúc, làm tốc",0.082,0.2667,0
images/v2_039478.jpg,bài: Hãy tả một con vật mà em yêu,lài: Hãy tả một còn vất mà em yêu,0.0909,0.3333,0
images/v2_011370.jpg,"già cả, nên không làm ruộng phải mua gạo","già cơ, nên không luôn truộng phải mua gao",0.15,0.4444,0
images/v2_012928.jpg,"hát ấy lòng tôi lại nôn nao, bồi hồi chợt nhớ đến","hát ấy lòng tôi lại nên nao, bài hồi chợt nhờ đến",0.0612,0.25,0
images/v2_016775.jpg,=> E là TĐ AC,=> F là TĐ AC,0.0769,0.2,0
images/v2_009597.jpg,đại thi hào Nguyễn Du tỏ ra xuất sắc trong việc,đại thi hào Nguyễn Dụ tỏ ra xuất sắc trong việc,0.0213,0.0909,0
images/v2_006737.jpg,Cô Minh là giáo viên dạy môn Văn. Gio Cô có,Cô Minh là giáo viên dạy môn Văn. Gia Cô có,0.0233,0.0909,0
images/v2_015484.jpg,Thật ấn tượng! Thôi Tôi dừng lời. Chúc tất cả,Thật ấm đượng! Thôi Tôi dừng lời - Chúc tất cả,0.0889,0.4,0
images/v2_009679.jpg,đi qua trả lại sự bình yên cho các bạn và người,đi qua trả lại sự bình yên cho các bạn và người,0.0,0.0,1
images/v2_053414.jpg,trẻ thơ vẫn háo hức đón tết trung thu với đêm trăn,trẻ thơ vẫn hảo hức đón Tết Trung thu với đếm tràn,0.1,0.4167,0
images/v2_042299.jpg,Tôi yêu cầu dừng thi công công trình xây dựng và có,Tôi yêu cầu dừng thi công công trình xây dưng và có,0.0196,0.0833,0
images/v2_053670.jpg,"xe đạp, xe máy thì ng đi bộ phải xuất phát tại địa điểm","xe đạp, xe máy thì ng đi bộ phải xuất phải tại địa điểm.",0.0545,0.1429,0
images/v2_047669.jpg,"học sinh làm các bài tập chính tả, phân biệt âm đầu,","học sinh làm các bài tập chính tả, phân biệt âm đầu.",0.0192,0.0833,0
images/v2_023009.jpg,Trong trái tim em mẹ luôn là người phụ nữ,Trong tuái tim em mẹ luôn là người phụ nữ,0.0244,0.1,0
images/v2_022896.jpg,Tiến hành làm việc đối với ông(bà)/tổ chức có tên sau đây:,Tiến hành làm việc đối với ông (bà)/tổ chức có tên sau đây:,0.0172,0.1667,0
images/v2_050870.jpg,"cái cặp của em, em sẽ giữ gìn nó cẩn thận. Em","cái cặp của em, em sẽ giữ gìn nó cẩn thân. Em",0.0222,0.0833,0
images/v2_012707.jpg,để giúp. Có lúc em với cún đang đi chơi thì thấy,để giúp. Có lúc em với cún đang đi chơi thì thấy,0.0,0.0,1
images/v2_033420.jpg,Suy nghĩ mãi về việc này và tự điều chỉnh lại tâm lý của mình cũng,suy nghĩ mãi về việc này và tự điều chính lại tâm lý của mình cũng,0.0303,0.125,0
images/v2_034773.jpg,"hợp và chính xác. Công cha được ví như núi, nghĩa","hợp và chính xác. Công cha được ví như núi, nghĩa",0.0,0.0,1
images/v2_007472.jpg,câu nói ấy đã đem được động lực học tập và,câu nói ấy đã đem được động lực học tập và,0.0,0.0,1
images/v2_041499.jpg,Tôi đồng ý đền bù khi gia đình nhà,Tôi đồng ý đà bù khi gia đơi nhà,0.1471,0.2222,0
images/v2_033455.jpg,Vì thời gian lúc về nhiều hơn thời gian lúc đi là,Vì thời gian lúc về nhiều hơn thời gian lúc đi là,0.0,0.0,1
images/v2_005005.jpg,"Gặp nhau trong một nét cười Từ Bi,","Gặp nhau trong một nét cười Từ Bi,",0.0,0.0,1
images/v2_011018.jpg,"trắng tinh, vi-ô-lét tím ngắt. Đi đâu cũng cảm","trắng tinh, vi-ô-lét tím ngắt. Đi đâu cũng cảm",0.0,0.0,1
images/v2_051060.jpg,Mà trời xui anh bắt đầu tình yêu với người con gái khác,Mà tười xui anh bắt đầu lình yêu với người con gái khác,0.0364,0.1538,0
images/v2_021827.jpg,nên con viết bản cam kết để hứa sẽ không tái phạm lại nữa,nêu con viết bản cam kết để nứa sẽ không núi Phạm lại nữa,0.0877,0.2857,0
images/v2_014520.jpg,Nghe thơ em thấy đất trời đẹp ra,Nghe thơ em thấy đất trời đẹp ra,0.0,0.0,1
images/v2_022250.jpg,"+ Nội thương phát triển, buôn bán đc mở rộng, chợ búa sầm uất","+ Nội thương phát triển, buôn bán đc mở rộng, chợ búa sầm uất",0.0,0.0,1
images/v2_048877.jpg,I was 5 years in the army 2/2 years of service,I was 5 years in the lamy 2/2 years of serice,0.0652,0.1818,0
images/v2_020334.jpg,Tôi không theo tôn giáo nào cả:,Tôi không theo tim gắc nên cả:,0.2258,0.4286,0
images/v2_059034.jpg,"của lối thơ lục bát rất chính và những biện pháp tu từ,","của lối thơ lục bát rất chỉnh và những biện pháp tu từ,",0.0182,0.0769,0
images/v2_025936.jpg,vì anh đã RAP các bài hát cực nổi và hay hò. Em rất,vì anh đã RAP các bài hát cực nổi và hay hò. Em rất,0.0,0.0,1
images/v2_005154.jpg,"sử Việt Nam để chúc mừng Lễ tưởng niệm Thiếu tướng Hoàng Thế Thiện tổ chức tại Viện Bảo tàng Cách mạng Việt Nam, Hà Nội.","sử Việt Nam để chúc mừng Lẽ tưởng niệm Thiếu tướng Hoàng Thế Thiện tổ chức tại Viện Bảo tàng Cách mạng Việt Nam, Hà Nội.",0.0083,0.0385,0
images/v2_034338.jpg,a) Tình huống tiên đề cập xã hội nào em đồng ý,a) Tình huống trân đề cập xã hội nào em đồng ý,0.0435,0.0833,0
images/v2_026243.jpg,"viên sẽ tạo nên sức mạnh cho những người đang ở đầu con sóng, giúp họ giữ vững tinh thần và","viên sẽ tạo nên sức mạnh cho những người đang ở đầu con sóng, giúp họ giữ vững tinh thần và",0.0,0.0,1
images/v2_038592.jpg,=> Số nhà của bác Xuân là:,=> Số nhà của bád Xuân là:,0.0385,0.1429,0
images/v2_028552.jpg,vào học lại trường Trung cấp cảnh sát giao thông tại,vào học tại trường Trung cấp cảnh bát giao Hông khi,0.1154,0.3636,0
images/v2_058152.jpg,"""Da vid không còn mẹ, bố nó làm việc ở nước ngoài nên","""Da vid không còn mẹ, bố nó làm việc ở nước ngoài nên",0.0,0.0,1
images/v2_006937.jpg,"có cử chỉ âu yếm, vuốt ve làm giảm cảm","có cử chỉ âu yêm, vuốt ve làm giảm cảm",0.0263,0.1,0
images/v2_055344.jpg,Các câu còn lại quá lạc nghĩa.,Các câu còn lại quả lạc nghĩa.,0.0333,0.1429,0
images/v2_028620.jpg,là giọt tiếng hót của chim hay đến mức có thể cảm nhận được,là giọt tiếy hót của chim hay đến mứi có thể cảm nhận được,0.0508,0.1429,0
images/v2_005775.jpg,bút viết để học tập và làm việc là không thể,bút viết để học tập và làm việc là không thể,0.0,0.0,1
images/v2_023714.jpg,"được đền bù danh dự, tất cả quyền lợi của người bị hại.","được đến bù danh dự, tốt cả quyền lợi của người bị trại.",0.0727,0.2308,0
images/v2_045194.jpg,những đồ vật gắn bó với cuộc đời của Bác. Dù là một vị chủ tịch,những đồ vật gắn bó với cuộc đời của Bác. Dù là một vị chủ tịch,0.0,0.0,1
images/v2_054527.jpg,chữa bệnh. và hỗ trợ tâm lý cho gia đình tôi,chứa biệnh và hồ trợ tâm lý cko gia đình tôi,0.1136,0.3636,0
images/v2_030152.jpg,bị cô giáo nhắc và phạt con đứng tại chỗ làm,bị cô giáo nhắc và phạt con đứng tại chỗ làm,0.0,0.0,1
images/v2_040509.jpg,Áp dụng tính chất của dãy tỉ số bằng,Áp dụng tính chất của dãy tỉ số bàng,0.0278,0.1111,0
images/v2_052515.jpg,Hiệu số phần bằng nhau là,Hiệu số phần bằng nhau là,0.0,0.0,1
images/v2_011263.jpg,Xin xác nhận gia đình khó khăn để tiện việc xin hòm Phước Thiện Oanh,Xin xác nhận gia đình khó khăn để tiện việc xin hòm Phước Thiện Oanh,0.0,0.0,1
images/v2_021284.jpg,this book will make will be to,this book will make will he to,0.0333,0.1429,0
images/v2_001366.jpg,nên ta chọn D.,nên ta chọn D.,0.0,0.0,1
images/v2_026544.jpg,Cuối tuần xác định nghe cải lương,Cuối tuần xác định nghe cải lương,0.0,0.0,1
images/v2_007548.jpg,một chữ số; hai chữ số; ba chữ số.,"một chữ số, hai chữ số, ba chữ số.",0.0588,0.2222,0
images/v2_018973.jpg,I'm happy to report the,Im haspy to puyont the,0.2609,0.6,0
images/v2_027373.jpg,b) Phương trình hoành độ giao điểm:,b) Phương trình hoành độ giao điểm:,0.0,0.0,1
images/v2_041952.jpg,Cầu 3. Em hiểu thế nào là chi tiết tưởng tượng kì ảo? Hãy nói,Câu 3: Em hiểu thế nào là chỉ liết tưởng lượng kì ảo? Hãy nói,0.082,0.3333,0
images/v2_046497.jpg,14. Những người trong hộ cùng đi: (Nếu thay đổi nơi thường trú hoặc nơi tạm trú có thời hạn):,14. Những người trong hộ cùng đi: (Nếu thay đổi nơi thường trả hoặc nơi tạm trú có thời hoạn):,0.0215,0.1,0
images/v2_026504.jpg,"Anh, Chị đạt được điều gì rõ nhất sau khóa đào tạo:","Anh, Chị đạt được điều gì rõ nhất sau khóa đào tạo:",0.0,0.0,1
images/v2_037578.jpg,Số mét vải ngày Thứ 2 dệt là:,Số mét với ngày thứ 2 dệt là:,0.069,0.25,0
images/v2_028133.jpg,"Bốn bề bát ngát xa trông,","Bốn bề bát ngát xa trông,",0.0,0.0,1
images/v2_037732.jpg,"- Hút bụi, đổ rác, lau nhà, lau bàn Thờ Phật,","- Hút bụi, đổ rác, lau nhà, lau bàn Thờ Phật,",0.0,0.0,1
images/v2_020516.jpg,Vậy theo kế hoạch mỗi ngày phải làm 20 sp,Vậy theo kế hoạch mỗi ngày phải làm 20 sp,0.0,0.0,1
images/v2_056499.jpg,"Tít mắng: ""Bố đi đâu giờ này mới mò tới nhà, còn quát, quát","Tít mắng: ""bố đi đâu giờ này mới mè tới nhà, còn quát, quát",0.0339,0.1429,0
images/v2_005102.jpg,một phòng,một 1 thong,0.4444,1.0,0
images/v2_030130.jpg,T hỏi làm gì mà ghê vậy? Thơ nói tai bị nghẹt đầu,Thổi làm gì mà ghê vậy? Thơ nói tai bi nghet đầu,0.0816,0.3077,0
images/v2_001228.jpg,cháu mà chỉ khóa và rút dịch ra thì gia đình Thấy Bệnh,cháu mà chỉ khóa và sút dịch ra thì gia đình Thấy Bệnh,0.0185,0.0769,0
images/v2_028588.jpg,"đủ các lớp bồi dưỡng, bổ sung kiến thức, kĩ năng phòng chống dịch bệnh do ngành","đủ các lớp bồi dưỡng, bổ sung kiến thức, kĩ năng phòng chống dịch bệnh do ngành",0.0,0.0,1
images/v2_002772.jpg,Số GCN đăng ký đầu tư/doanh nghiệp hoặc GP thành lập/đăng ký hoạt động:,Số GCN đăng ký đầu tư/doanh nghiệp hoặc GP thành lập/đăng ký hoạt động:,0.0,0.0,1
images/v2_048630.jpg,"ở trong lòng bạn. Xin cùng lắng nghe vang lên tiếng ""gọi đò""","ở trong lòng bạn. Xin cũng lăng nghe vai, tên tiếp phải",0.2333,0.5385,0
images/v2_056476.jpg,"một bữa cơm rất ngon, thịnh soạn.","một bữa cơm rất ngon, thịnh soạn.",0.0,0.0,1
images/v2_026022.jpg,hiện đang nằm điều trị tại bệnh viện Việt Đức. Tôi viết tâm thư,hiện đang rằm điều trị tại bệnh viện Việt Đức. Tôi viết tâm thủ,0.0317,0.1429,0
images/v2_004723.jpg,"đó là thời điểm loạn lạc, đen tối, kẻ xu nịnh, người tâng","đó là thời điểm loạn lạc, đen tốn, kẻ xu ninh, người tâng",0.0351,0.1538,0
images/v2_023210.jpg,Cần đọc kĩ bài văn. Chú ý so sánh tâm trạng của người mẹ và đứa con.,Cần đọc kĩ bài văn. Chú ý so sánh tâm trạng của người mẹ và đứa con.,0.0,0.0,1
images/v2_052835.jpg,được giáo sư B.sĩ điều trị Mổ Bằng dao Mổ,đụng giảo sử Bsĩ điều tại Mỗ Bừng dao Mố,0.2683,0.8,0
images/v2_043781.jpg,Xin gửi tới gia đình các Đồng chí lời chia buồn sâu sắc,Xin gửi tới gia đình các Đồng chí lời chia buồn sâu sắc,0.0,0.0,1
images/v2_054614.jpg,"""đề - thực - luận - kết."" Ngoài ra thể thơ còn đối nhau","""đề - thực - luận - kết"" Ngoài ra thể thơ còn đối nhau",0.0182,0.0714,0
images/v2_036616.jpg,"Biên bản này đã đọc cho những người có tên trên nghe, công nhận đúng và ký tên","Biên bản này đã đọc cho những người có tên trên nghe, công nhận đúng và ký tên",0.0,0.0,1
images/v2_032785.jpg,Đặt câu với các cặp quan hệ từ sau,Đặt câu với cáo cặp quan hệ từ sau,0.0294,0.1111,0
images/v2_058959.jpg,=> Vậy: Lan có thể chia được nhiều nhất là 2 túi quà,=> Vậy: Lan có thể chia được nhiều nhất là 2 núi quà,0.0192,0.0769,0
images/v2_046115.jpg,- Bạn hiền: là ng bạn cs thể giúp ta chia sẻ những nỗi,- Bạn hiền: là ng bạn cs thể giúp ta chia sỏ những nỗi,0.0185,0.0714,0
images/v2_034903.jpg,"=> Biến dị và di truyền là 2 htượng song song, găn","=> Biến dị và di truyền là 2 htượng song song, gan",0.02,0.0833,0
images/v2_024917.jpg,Bài 1. Chuyển từ phân số thành hồn số.,Bài 1: Chuyển từ phân số thành hỗn số.,0.0526,0.2222,0
images/v2_008466.jpg,"nên cô mới bị gọi tên là Lọ Lem. Lọ Lem rất chăm chỉ,",nên cô mới bị gọi tên là Lọ Lem. Lọ Sem rất chăm chỉ),0.0377,0.1429,0
images/v2_011514.jpg,trong câu đã phù hợp với nhau chưa? Vì sao? Em hãy chữa lại chủ ngữ hoặc vị ngữ để tạo thành,trong câu đã phù hợp với nhau chưa? Vì sao? Em hãy chữa lại chủ ngữ hoặc vị ngữ để tạo thành,0.0,0.0,1
images/v2_028223.jpg,Bạn Lan được thối lại số tiền là:,Bạn San được thời lại số tiền là:,0.0606,0.25,0
images/v2_059093.jpg,một mình thì sau 3 giờ sẽ xong sản phẩm đó. Hồng nói: Nếu Bình làm một mình thì 4,một mình thì sau 3 giờ sẽ xong sản phẩm đó. Hồng nói: Nếu Bình làm một mình thì 4,0.0,0.0,1
images/v2_032596.jpg,Các Anh/Chị Nào CK cho tôi. Thì cho tôi xin bảng sao kê lịch sử,các Anh/Chị Nào CK cho Tôi. Thì cho tôi xin bảng sao kê lịch Sử,0.0476,0.2,0
images/v2_000506.jpg,chọn cho ca sĩ theo yêu cầu của công ty Sau đó số tiền lớn dần,chọn cho em số theo. yêu cầu của công ty Sau đó số tiên lớn dần,0.0806,0.25,0
images/v2_007863.jpg,đã được cải thiện rất nhiều về cách phát âm từ phương pháp,đã được của thiện rất nhiều về cách phát âm từ phương phép,0.0517,0.1538,0
images/v2_021503.jpg,"- Phần cổ, ngực mềm mại, có lớp lông xoăn như cái","- Phần cổ, ngực mềm mại, có lớp lông xoăn như cái",0.0,0.0,1
images/v2_018969.jpg,qua những nỗ lực hợp tác chung giữa các,qua những nỗ lực hợp tác chung giữa các,0.0,0.0,1
images/v2_016745.jpg,ác để bảo vệ cái thiện. Đó là một trong những,ác để bảo về cái Thiện. Đó là một trong những,0.0444,0.1818,0
images/v2_050080.jpg,"Rồi mệ bỏ hết tất cả hộp xốp và bao bì ni lông, chỉ dùng là chuối hơ lửa để","Rồi mệ bỏ kết tất cá hộp xốp và bao bì ni lông, chỉ dùng là chuối hơ lứa để",0.04,0.15,0
images/v2_008993.jpg,Khổ thơ thứ ba đã làm nên một ấn tượng,Khổ thơ thứ ba đã làm nên một ấn tượng,0.0,0.0,1
images/v2_050289.jpg,"""Vợ nhặt"" là một tác phẩm tiêu biểu của Kim Lân, được","""Vộ nhật"" là một tác phẩm tiêu biểu của Kim Lân, được",0.0377,0.1667,0
images/v2_013843.jpg,"cố gắng học tập, vâng lời cô giáo và tham gia","cố gắng học tập, vâng lời cô giáo và tham gia",0.0,0.0,1
images/v2_019753.jpg,"Trả hết về người chuyện cũ đẹp ngời, chuyện đôi ta","Tử hết về ngành chuyện cũ đẹp ngời, chuyện đối ta",0.12,0.2727,0
images/v2_013397.jpg,"Gọi số đất phân chia theo dự định cho 3 đội là a, b, c","Gọi số đối phân chưa thro dự định chó 3 đội là 0, b, (",0.1296,0.4,0
images/v2_000503.jpg,"được mẹ bạo bọc che chở! Tuy kinh tế nhà mình không khá giả, dẫu","được mẹ bao bọc chi chở? Cuy hình tế nhi mình không khái gió, đầu",0.1719,0.6,0
images/v2_003590.jpg,không có trách nhiệm. Có bản nháp trao hết cho,không có trách nhiệm. Có hăn nhấp trao hết cho,0.0652,0.2,0
images/v2_039277.jpg,tự do ngoài sân. Sau khi đón trẻ về thì Phụ huynh,tự do ngoài sân. Sau khi đón trẻ về thì Phụ huynh,0.0,0.0,1
images/v2_025903.jpg,người vẫn quên,người vẫn quản,0.0714,0.3333,0
images/v2_014451.jpg,"hát và còn là tình yêu thương cao cả mà cha mẹ dành cho con. Ví ""công","bút và còn là tinh trên thương cạo cả mà cho mẹ dành cho con"" Ví ""côg",0.1449,0.4118,0
images/v2_002976.jpg,Hỏi hiện tại cửa hàng có bao nhiêu ki-lô-gam xi măng?,Hỏi hiện tại cửa hàng có bao nhiêu ki-lô-gam xi măng?,0.0,0.0,1
images/v2_020212.jpg,em xin cảm ơn các anh chị đã hết lòng,em xin cảm ơn các anh chị đã hết lòng,0.0,0.0,1
images/v2_043721.jpg,Tôi xin chân thành cảm ơn quý vị đã hỗ trợ tôi hoàn,Tôi xin chân thành cảm ơn quý vị đã hỗ trợ tôi hoàn,0.0,0.0,1
images/v2_034533.jpg,Vì KH là đg kính của (A),Vì KH là đg` kính của (A),0.0417,0.1429,0
images/v2_031891.jpg,"Vui cười, hài hước bên nhau tưng bừng...","Lui cười, hài hước bên nhau tưng bừng..",0.05,0.25,0
images/v2_038871.jpg,để đem đến nhiều lợi ích cho cộng đồng!,để đam đến nhiều lợi ích cho cạng đồng!!,0.0769,0.3333,0
images/v2_044465.jpg,"Nguyên-văn.-Trâm, Quyền sung-hữu-viện phán, tùng thất phẫn","Tuyền sung hiều viện phám, hùng thất phần",0.431,1.0,0
images/v2_044447.jpg,5 từ Hán Việt có yếu,5 từ Hán Việt có yếu,0.0,0.0,1
images/v2_018562.jpg,Tổng số tiền thu đc khi bán là:,Tổng số tiền thu đc khi bán là:,0.0,0.0,1
images/v2_007267.jpg,Số kẹo đủ để chia cho mỗi cháu 5,Số kẹo đủ để chia cho mỗi cháu 5,0.0,0.0,1
images/v2_028174.jpg,mỡ rất lắm. Mẹ hay cho em bé bú. Mỗi,mờ rất lắm. Mẹ hay cho em bé bú. Mỗi,0.0278,0.1,0
images/v2_022621.jpg,là đàn cừu của cậu vì vậy mà nó bị chó sói xơi,là đàn cừu của cậu vì vậy mà nó bị chó sói xơi,0.0,0.0,1
images/v2_007459.jpg,Bài 8 Viết đoạn mở bài tả cảnh con sông quê em < tối,Bài ? Viết đoạn mở bài tả cảnh con sông quê em x tối,0.0385,0.1429,0
images/v2_033577.jpg,Ngài cười vui và cũng vì nhớ đến lời của vị giáo,Ngài cuối vui và cũng về nhớ đến lời của vị giác,0.0833,0.25,0
images/v2_049475.jpg,CÁnh màn khép lỏng cả ngày,Cánh màn khép lông cả ngày,0.0769,0.3333,0
images/v2_014127.jpg,sự nghiệp trồng người của biết bao thầy cô từng hội tụ nơi đây; trong sắc,"sự nghiệp tròng người của biết bao thầy có tiếng hội nọ nơi đây, trong sắc",0.0959,0.3125,0
images/v2_017902.jpg,"mình, mà không nghĩ cho người ở lại nhưng","mình, mà không nghĩ cho người ở lại nhủng",0.0244,0.1111,0
images/v2_027143.jpg,"Toàn bộ các đồ vật, tài liệu lật kê trên đây đều được niêm phong.","Toàn bộ các đò vật, tài liệu hột kê trên đây đều được nằm phong.",0.0769,0.2,0
images/v2_057879.jpg,- Báo cho công an về hành vi bạo lực mà chủ quán ăn đã làm với,- Báo cho công an về hành vi lạo lực mà chủ quán ăn đã làm với,0.0161,0.0588,0
images/v2_039785.jpg,mang lại. (10-12),mong lại: (0-10),0.2353,1.0,0
images/v2_031828.jpg,"""quê hương"" đã vẽ nên một bức tranh về quê hương",quê hương? đã về nên một bức tranh về quê hượng,0.0833,0.3636,0
images/v2_027788.jpg,Tết trồng cây mùa xuân để góp phần làm giàu cho,Tết trồng cây mùa xuân để góp phần làm giàu cho,0.0,0.0,1
images/v2_043380.jpg,"g đường từ nhà Mạnh đến huyện, biết",đường từ nhà Vạnh tên huyện (bảo,0.2857,0.625,0
images/v2_029039.jpg,Con đò trí thức thầy đưa bao người.,Con đò trí thức thầy đua bao người.,0.0286,0.125,0
images/v2_017832.jpg,"bắt buộc phải làm đầy đủ nội dung, nội","bắt bực phải làm đây đủ nợi dung, nội",0.1053,0.3333,0
images/v2_005346.jpg,và ngược lại các cặp,và ngược lại các cặp,0.0,0.0,1
images/v2_044169.jpg,- Cảm xúc của em về 2 câu thơ đầu,- Cảm xúc của em về 2 Câu thơ đầu,0.0303,0.1,0
images/v2_003261.jpg,"Trong năm vừa qua, ngay tại thủ đô tươi đẹp của chúng ta đã","Trong năm vừa qua, ngay tại Thủ đỏ tươi đẹp của chúng ta đã",0.0339,0.1429,0
images/v2_040490.jpg,niềm tự hào của nhân dân Việt Nam. Nó mang ý,niềm tự hào của nhân dân Việt Nam. Nó mang ý,0.0,0.0,1
images/v2_049442.jpg,Để tổng của 2 tích là 1 số chẵn thì tích của,Để tổng của 2 tích là 1 số chắn thì tích của,0.0227,0.0833,0
images/v2_010316.jpg,Tập làm văn : Em hãy kể về anh chị em của mình.,Tập làm văn: Em hãy kể về anh chị em của mình.,0.0213,0.1538,0
images/v2_010196.jpg,"lúc nó ngủ dậy làm cả lớp được một phen cười nghiêng ngả, còn","lúc nó ngủ dậy làm cả lớp được một phen cười nghiêng ngả, còn",0.0,0.0,1
images/v2_003447.jpg,"việc, ra khỏi Biên chế của Sở Giáo dục tỉnh Thanh","ziệc, ra khả Biên chế của Sở giáo chọc tính Thanh",0.1633,0.4545,0
images/v2_005567.jpg,Khắp năm châu người đi Không hỏi mang,Khắp năm châu người đi không hỏi mang,0.027,0.125,0
images/v2_039074.jpg,"1. Một cửa hàng có 6 hộp bút chì như nhau, đựng tổng cộng","II. Một cửa hàng có 6 hộp bút chỉ như nhau, dựng tổng cộng",0.0702,0.2143,0
images/v2_037197.jpg,mỗi một người trong chúng ta đều được sinh ra với những giá trị,mỗi một người trong chúng ta đều được sinh ra với những giá trị,0.0,0.0,1
images/v2_050910.jpg,các bạn. Dù mai này có đi đâu xa hay ở nơi nào,các bạn. Dũ mai này có đi đâu xa hay ở nơi nào,0.0217,0.0769,0
images/v2_057699.jpg,c. Hơ nóng thước nhựa trên ngọn lửa,c. Hỏ nông thước nhựa trên ngạn lửa,0.0857,0.375,0
images/v2_047290.jpg,"+, Nhóm 4 số vào 1 ngoặc.",+) Nhóm 4 số vào 1 ngoặc.,0.04,0.1429,0
images/v2_020423.jpg,nước ta rơi vào tay thực dân Pháp?,nước ta lả vào tay thực dân pháp?,0.1176,0.25,0
images/v2_024251.jpg,cố tình. Xin lỗi bố! Bây giờ con đưa,có tình. Xin lỗi bố: Bây giờ con đưa,0.0556,0.2222,0
images/v2_010315.jpg,"Lý do nộp (ghi tên loại phí, lệ phí): ĐTM","Lý do nộp (ghi tên loại phí, lệ phì): ĐTM",0.0244,0.1,0
images/v2_022340.jpg,ng ẩn dụ chuyển đổi cảm giác ( làm cho ánh nắng từ vô hình sang,ng-ẩn dụ chuyển đổi cảm giác / làm cho ánh nắng từ vô hình sang,0.0317,0.1875,0
images/v2_029730.jpg,"Có ai biết, trong đau thương lại","Có ai biết, trong đoạn thương bài",0.1562,0.2857,0
images/v2_027514.jpg,để cho chúng ta có một cuộc sống no ấm hơn.,để cho chúng ta có một cuộc sống nó ấm hơn,0.0465,0.1818,0
images/v2_024654.jpg,nhưng có lúc mẹ rất hiền từ. Mẹ như một,nhưng có lúc mẹ rất hiền tử. Mẹ như một,0.0256,0.1,0
images/v2_014098.jpg,Bài 3: Gạch chân dưới các sự vật được so sánh với nhau trong các câu văn sau:,Bài 3: Gạch chân dưới các sự vật được so sánh với nhau trong các câu văn sau:,0.0,0.0,1
images/v2_034765.jpg,Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam,Cộng Hòa Xã Hội Chủ Nghĩa VIỆT NAM,0.1471,0.25,0
images/v2_048897.jpg,and this not wa what you want at all.,and this not wa what you want at all.,0.0,0.0,1
images/v2_006013.jpg,Kinh Mong hội đồng nghĩa vụ quân sự các cấp quan tập và tạo điều kiện,Kính Mong hội đồng nghĩa vụ quân sự các cấp quan tậm và tạo điều biện,0.0435,0.1875,0
images/v2_002009.jpg,"Vậy tổng các số nguyên x, thỏa mãn |- x| < 5 là:","Vậy tổng các số nguyên x, thỏa mãn l-x/25 là:",0.125,0.3077,0
images/v2_041495.jpg,- Trình bày cảm xúc về đoạn thơ theo trình tự,- Trình bày cảm xúc về đoạn thơ theo trình tự,0.0,0.0,1
images/v2_048560.jpg,có thêm nhiều hiểu biết về nghề làm gốm và Bảo tàng,có thôm nhiều hiểu biết về nghề làm gốm và Bảo tăng,0.0392,0.1667,0
images/v2_009297.jpg,Câu 3: Chỉ ra và phân tích tác dụng của biện pháp tu từ,Câu 3: Chỉ ra và phân tích tác dụng của biện pháp tu tử,0.0182,0.0714,0
images/v2_004560.jpg,"đùm bọc, học hành, chăm chỉ, chở che, khôn ngoan.","đùm bọc, học hành, chăm chỉ, chở t che, khôn ngoan",0.0612,0.2,0
images/v2_026265.jpg,Ng tham dự đại hội lần thứ 5 của quốc,Ng tham dự đại hội lần thứ 5 của quốc,0.0,0.0,1
images/v2_043079.jpg,2. Viết đoạn văn phân tích tác dụng BPTT đc sử dụng trong,2. Viết đoạn văn phân tích tác dụng BPTT đc sử dụng trong,0.0,0.0,1
images/v2_037114.jpg,Gọi dân số năm ngoái của tỉnh A là x,Gọi dân số măm ngoài của tỉnh A là x,0.0556,0.2,0
images/v2_009388.jpg,b) gọi I là tâm đường tròn đường kính MN,b) gại I là tâm đường tìm đường kính MN,0.1,0.2,0
images/v2_057007.jpg,tôi kỉ niệm sâu sắc nhất từ trước tới giờ của tối là ngày đầu,tôi kỉ niệm sâu sắc nhất từ trước tới giờ của tôi là ngày đầu,0.0164,0.0667,0
images/v2_011888.jpg,"đặt các nhân vật vào một sự việc, để làm nổi bật hình","đặt các nhân vật vào một sư việc, để làm nổi bật hình",0.0189,0.0769,0
images/v2_000400.jpg,vậy xếp được nhiều nhất 6 hàng dọc,Vậy xếp được 2 nhiều nhất 6 hàng dọc,0.0882,0.25,0
images/v2_023004.jpg,Đề: Nghị luận về một vấn đề xã hội mà,Đẻ Nghị luận về một vấn đề xã hội mà,0.0541,0.1,0
images/v2_022270.jpg,"khác, nếu cho một ít bột Ni vào bình kín chứa hỗn hợp X trên rồi nung nóng một thời gian thu được hỗn hợp khí Y","khác, nếu cho một ít bột Ni vào bình kín chứa hỗn hợp X trên rồi nung nóng một thời gian thu được hỗn hợp khi Y",0.009,0.037,0
images/v2_020249.jpg,b) Xđịnh biểu diễn thập fân gần đúng của số e với sai,b/ Xạnh biển diễn thập lân gần tóp của sẽ e với sai,0.1887,0.4615,0
images/v2_049965.jpg,cách mạng vẻ vang của Đảng và dân tộc.,cách mạng vẻ vang của Đảng và dân tộc,0.0263,0.1111,0
images/v2_046052.jpg,cùng xã Hội giúp đỡ đưa con cháu về Hà nội,cùng xã tôi giúp đỡ đưa con cháu về Mà nội,0.0714,0.1818,0
